timestamp,open,high,low,close,volume,symbol,timeframe
2025-12-29T20:45:00,2942.64,2948.36,2942.64,2945.01,30.7834,ETHUSDT,1m
2025-12-29T20:46:00,2945.01,2947.47,2943.32,2947.47,22.7785,ETHUSDT,1m
2025-12-29T20:47:00,2947.47,2947.47,2940.97,2941.79,39.0344,ETHUSDT,1m
2025-12-29T20:48:00,2941.79,2941.79,2939.97,2941.36,21.6687,ETHUSDT,1m
2025-12-29T20:49:00,2941.36,2941.36,2935.75,2935.75,25.9892,ETHUSDT,1m
2025-12-29T20:50:00,2935.75,2935.75,2930.44,2930.44,18.4491,ETHUSDT,1m
2025-12-29T20:51:00,2930.44,2934.69,2930.44,2934.43,9.3032,ETHUSDT,1m
2025-12-29T20:52:00,2934.43,2934.43,2932.67,2933.16,5.6283,ETHUSDT,1m
2025-12-29T20:53:00,2933.31,2935.33,2933.31,2933.9,13.5197,ETHUSDT,1m
2025-12-29T20:54:00,2933.73,2936.82,2933.67,2936.82,22.1054,ETHUSDT,1m
2025-12-29T20:55:00,2936.82,2940.6,2936.82,2940.6,30.0809,ETHUSDT,1m
2025-12-29T20:56:00,2940.61,2944.22,2940.61,2943.0,12.212,ETHUSDT,1m
2025-12-29T20:57:00,2943.82,2943.82,2943.28,2943.28,15.5468,ETHUSDT,1m
2025-12-29T20:58:00,2943.18,2944.5,2750.0,2941.06,28.3168,ETHUSDT,1m
2025-12-29T20:59:00,2940.12,2942.09,2940.11,2941.49,6.957,ETHUSDT,1m
2025-12-29T21:00:00,2941.27,2943.6,2940.75,2943.59,12.6775,ETHUSDT,1m
2025-12-29T21:01:00,2943.59,2943.59,2939.23,2940.38,18.9081,ETHUSDT,1m
2025-12-29T21:02:00,2940.38,2940.97,2940.37,2940.97,19.989,ETHUSDT,1m
2025-12-29T21:03:00,2941.35,2942.47,2941.35,2941.62,1.909,ETHUSDT,1m
2025-12-29T21:04:00,2942.48,2942.98,2941.99,2941.99,0.3771,ETHUSDT,1m
2025-12-29T21:05:00,2942.0,2945.7,2942.0,2945.7,14.7941,ETHUSDT,1m
2025-12-29T21:06:00,2945.69,2945.69,2942.68,2942.68,17.3436,ETHUSDT,1m
2025-12-29T21:07:00,2942.68,2942.68,2938.53,2938.53,15.9808,ETHUSDT,1m
2025-12-29T21:08:00,2938.53,2939.15,2935.39,2935.39,21.8401,ETHUSDT,1m
2025-12-29T21:09:00,2935.39,2938.45,2935.39,2937.97,19.5954,ETHUSDT,1m
2025-12-29T21:10:00,2937.97,2938.87,2937.97,2938.87,0.1734,ETHUSDT,1m
2025-12-29T21:11:00,2938.87,2939.19,2937.25,2939.19,10.1878,ETHUSDT,1m
2025-12-29T21:12:00,2939.01,2939.42,2938.55,2938.55,3.9706,ETHUSDT,1m
2025-12-29T21:13:00,2938.43,2940.99,2937.88,2940.57,16.7101,ETHUSDT,1m
2025-12-29T21:14:00,2940.57,2941.95,2940.57,2941.26,13.5058,ETHUSDT,1m
2025-12-29T21:15:00,2941.77,2942.11,2940.72,2940.72,9.7557,ETHUSDT,1m
2025-12-29T21:16:00,2940.72,2940.74,2938.2,2939.0,7.8249,ETHUSDT,1m
2025-12-29T21:17:00,2939.0,2944.23,2938.8,2941.75,22.3625,ETHUSDT,1m
2025-12-29T21:18:00,2941.75,2941.75,2939.14,2939.14,3.7953,ETHUSDT,1m
2025-12-29T21:19:00,2939.08,2939.08,2936.11,2936.11,9.609,ETHUSDT,1m
2025-12-29T21:20:00,2935.67,2935.67,2932.96,2934.85,10.3507,ETHUSDT,1m
2025-12-29T21:21:00,2933.37,2934.33,2933.37,2933.66,10.3892,ETHUSDT,1m
2025-12-29T21:22:00,2933.65,2934.43,2932.9,2932.9,5.2156,ETHUSDT,1m
2025-12-29T21:23:00,2933.35,2935.41,2933.35,2933.87,13.7049,ETHUSDT,1m
2025-12-29T21:24:00,2933.87,2934.24,2931.05,2931.05,20.1291,ETHUSDT,1m
2025-12-29T21:25:00,2931.05,2934.46,2931.05,2934.46,14.9387,ETHUSDT,1m
2025-12-29T21:26:00,2934.46,2935.89,2922.67,2934.67,10.127,ETHUSDT,1m
2025-12-29T21:27:00,2934.68,2938.27,2934.68,2938.27,6.7817,ETHUSDT,1m
2025-12-29T21:28:00,2938.27,2938.94,2937.63,2937.63,12.6101,ETHUSDT,1m
2025-12-29T21:29:00,2937.33,2937.45,2935.76,2935.76,6.4206,ETHUSDT,1m
2025-12-29T21:30:00,2935.76,2935.99,2933.6,2933.6,4.0989,ETHUSDT,1m
